<<<<<<< HEAD
1837759|A6|Kilky|08:12|04:12|480m|
1837760|A6|Kilky|08:27|04:27|480m|
1837761|A6|Kilky|08:43|04:43|480m|
1837762|A6|Kilky|09:02|05:02|480m|
1837763|A5|Kilky|09:18|05:18|480m|
1837764|A4|Kilky|09:34|05:34|480m|Dutching
1837765|A5|Kilky|09:52|05:52|480m|
1837766|A4|Kilky|10:07|06:07|480m|
1837767|A4|Kilky|10:23|06:23|480m|
1837768|A3|Kilky|10:41|06:41|480m|
1837770|D4|CPark|10:46|06:46|265m|
1837591|A9|Cryfd|10:53|06:53|380m|
1837771|D3|CPark|11:01|07:01|265m|
1837737|HP|Swndn|11:06|07:06|476m|FreeDutching
1837592|A6|Cryfd|11:09|07:09|380m|FreeBoa para Lay!
1837806|D1|PerB|11:13|07:13|275m|Free
1837772|A7|CPark|11:16|07:16|480m|
1837738|A4|Swndn|11:21|07:21|476m|
1837593|A4|Cryfd|11:24|07:24|380m|
1837807|A2|PerB|11:28|07:28|480m|
1837773|D3|CPark|11:31|07:31|265m|
1837739|A2|Swndn|11:36|07:36|476m|
1837594|A5|Cryfd|11:39|07:39|380m|
1837808|D3|PerB|11:43|07:43|275m|
1837774|A6|CPark|11:46|07:46|480m|Dutching
1837740|A8|Swndn|11:51|07:51|476m|
1837595|S5|Cryfd|11:54|07:54|540m|Boa para Lay!
1837809|D4|PerB|11:58|07:58|275m|
1837775|D2|CPark|12:01|08:01|265m|Free
1837741|A4|Swndn|12:06|08:06|476m|
1837596|A10|Cryfd|12:09|08:09|380m|
1837810|A5|PerB|12:13|08:13|480m|
1837776|A1|CPark|12:16|08:16|480m|
1837742|A7|Swndn|12:21|08:21|476m|Free
1837597|A9|Cryfd|12:24|08:24|380m|Boa para Lay!
1837811|A7|PerB|12:28|08:28|480m|Dutching
1837777|D1|CPark|12:31|08:31|265m|Free
1837743|A7|Swndn|12:36|08:36|476m|Boa para Lay!
1837598|A9|Cryfd|12:39|08:39|380m|Boa para Lay!
1837812|A8|PerB|12:43|08:43|480m|
1837778|A4|CPark|12:46|08:46|480m|Dutching
1837744|A5|Swndn|12:51|08:51|476m|
1837599|A10|Cryfd|12:54|08:54|380m|Boa para Lay!
1837813|A4|PerB|12:58|08:58|480m|
1837779|D3|CPark|13:02|09:02|265m|
1837745|A6|Swndn|13:06|09:06|476m|
1837600|A3|Cryfd|13:09|09:09|380m|
1837814|D3|PerB|13:13|09:13|275m|
1837780|A2|CPark|13:17|09:17|480m|
1837746|A5|Swndn|13:21|09:21|476m|
1837601|S5|Cryfd|13:24|09:24|540m|
1837815|A3|PerB|13:28|09:28|480m|Dutching
1837781|A3|CPark|13:33|09:33|480m|
1837747|A4|Swndn|13:36|09:36|476m|Boa para Lay!
1837602|A7|Cryfd|13:39|09:39|380m|FreeDutching
1837816|A6|PerB|13:44|09:44|480m|
1837853|A9|Monmr|13:49|09:49|480m|Boa para Lay!
1837748|A3|Swndn|13:51|09:51|476m|Boa para Lay!
1837723|A6|Hove|13:57|09:57|500m|Boa para Lay!
1837817|D2|PerB|13:59|09:59|275m|
1837699|A4|Sland|14:04|10:04|450m|Boa para Lay!
1837854|A3|Monmr|14:07|10:07|480m|
1837724|A6|Hove|14:12|10:12|500m|
1837700|A3|Sland|14:19|10:19|450m|Dutching
1837855|S2|Monmr|14:23|10:23|630m|FreeDutching
1837725|A4|Hove|14:32|10:32|500m|Boa para Lay!
1837701|HP|Sland|14:36|10:36|261m|
1837856|A6|Monmr|14:42|10:42|480m|
1837726|D1|Hove|14:52|10:52|285m|
1837702|HP|Sland|14:54|10:54|261m|Boa para Lay!
1837857|S2|Monmr|15:02|11:02|630m|
1837703|A1|Sland|15:09|11:09|450m|
1837727|A4|Hove|15:11|11:11|500m|
1837858|A1|Monmr|15:18|11:18|480m|Dutching
1837704|A6|Sland|15:26|11:26|450m|
1837728|A3|Hove|15:28|11:28|500m|
1837859|A9|Monmr|15:38|11:38|480m|
1837705|HP|Sland|15:44|11:44|450m|Boa para Lay!
1837729|A7|Hove|15:48|11:48|500m|Boa para Lay!
1837860|A5|Monmr|15:58|11:58|480m|
1837706|HP|Sland|16:04|12:04|450m|Free
1837730|A9|Hove|16:08|12:08|500m|
1837861|A4|Monmr|16:18|12:18|480m|Boa para Lay!
1837707|A5|Sland|16:23|12:23|450m|
1837731|A5|Hove|16:28|12:28|500m|Dutching
1837862|A7|Monmr|16:38|12:38|480m|
1837708|A4|Sland|16:43|12:43|450m|
1837732|D2|Hove|16:48|12:48|285m|
1837863|D1|Monmr|16:58|12:58|264m|
1837709|A3|Sland|17:03|13:03|450m|
1837733|A10|Hove|17:08|13:08|500m|
1837864|A8|Monmr|17:18|13:18|480m|Boa para Lay!
1837710|A2|Sland|17:22|13:22|450m|
1837734|A2|Hove|17:28|13:28|500m|
1837865|D2|Monmr|17:37|13:37|264m|
1837735|A1|Hove|17:44|13:44|500m|
1837866|A4|Monmr|17:54|13:54|480m|
1837736|A8|Hove|18:02|14:02|500m|Boa para Lay!
1837947|A3|Donc|18:09|14:09|483m|
1837830|A7|Harlow|18:17|14:17|415m|
1837711|A6|Newc|18:19|14:19|480m|Boa para Lay!
1837782|A8|Yrmth|18:26|14:26|462m|Dutching
1837948|A4|Donc|18:28|14:28|483m|Boa para Lay!
1837831|A6|Harlow|18:33|14:33|415m|Boa para Lay!
1837712|OR|Newc|18:36|14:36|480m|
